Id,Nombre,Apellido,Codigo De Vuelo, Tipo Pasajero, Estado Vuelo
386,Demeter,Fuentes,TU6789B,10000.00,EconomyClass,Aterrizado
510,Irena,Fuentes,MM0987B,20000.00,EconomyClass,En Horario
634,Viva,Fuentes,HY4567D,25000.00,EconomyClass,Demorado
758,Boycie,Fuentes,FR5678G,18000.00,FirstClass,En Horario
882,Rina,Fuentes,FR5678G,25000.00,EconomyClass,En Horario
18,Cirillo,Flores,MM0987B,50000.00,FirstClass,En Horario
142,Tanya,Flores,IB0800A,30000.00,EconomyClass,Aterrizado
266,Arel,Flores,TU6789B,30000.00,ExecutiveClass,Aterrizado
390,Ag,Flores,TU6789B,50000.00,EconomyClass,Aterrizado
514,Vincents,Flores,MM0987B,25000.00,EconomyClass,En Horario
638,Merissa,Flores,HY4567D,25000.00,EconomyClass,Demorado
762,Lucienne,Flores,FR5678G,25000.00,FirstClass,En Horario
886,Bailey,Flores,FR5678G,30000.00,EconomyClass,En Horario
40,Sydney,Figueroa,MM0987B,10000.00,FirstClass,En Horario
164,Cathrin,Figueroa,IB0800A,30000.00,EconomyClass,Aterrizado
288,Dudley,Figueroa,BA2491A,42000.00,EconomyClass,Aterrizado
412,Babita,Figueroa,TU6789B,30000.00,EconomyClass,Aterrizado
536,Delmar,Figueroa,BA2491A,42000.00,EconomyClass,Aterrizado
660,Cindi,Figueroa,HY4567D,12000.00,EconomyClass,Demorado
784,Marianne,Figueroa,FR5678G,33000.00,ExecutiveClass,En Horario
908,Brittany,Figueroa,MM0987B,18000.00,EconomyClass,En Horario
30,Toby,Fernández,IB0800A,15000.00,FirstClass,Aterrizado
102,Ertha,Fernández,IB0800A,10000.00,ExecutiveClass,Aterrizado
154,Bertine,Fernández,IB0800A,25000.00,EconomyClass,Aterrizado
226,Trula,Fernández,TU6789B,30000.00,FirstClass,Aterrizado
278,Emory,Fernández,TU6789B,15000.00,ExecutiveClass,Aterrizado
350,Maiga,Fernández,TU6789B,20000.00,EconomyClass,Aterrizado
402,Rachel,Fernández,MM0987B,12000.00,EconomyClass,En Horario
474,Salomi,Fernández,GU2345F,10000.00,ExecutiveClass,En Vuelo
526,Homer,Fernández,GU2345F,10000.00,EconomyClass,En Vuelo
598,Eachelle,Fernández,HY4567D,37000.00,FirstClass,Demorado
650,Hugo,Fernández,HY4567D,30000.00,EconomyClass,Demorado
722,Joannes,Fernández,IB0800A,10000.00,EconomyClass,Aterrizado
774,Barde,Fernández,FR5678G,18000.00,ExecutiveClass,En Horario
846,Brendin,Fernández,FR5678G,10000.00,EconomyClass,En Horario
898,Ki,Fernández,BR3456J,30000.00,FirstClass,Demorado
970,Noach,Fernández,IB0800A,12000.00,EconomyClass,Aterrizado
99,Aleda,Farías,IB0800A,50000.00,ExecutiveClass,Aterrizado
223,Enrico,Farías,TU6789B,50000.00,FirstClass,Aterrizado
347,Tarra,Farías,TU6789B,12000.00,EconomyClass,Aterrizado
471,Ramsay,Farías,GU2345F,20000.00,ExecutiveClass,En Vuelo
595,Gray,Farías,HY4567D,42000.00,FirstClass,Demorado
719,Kamila,Farías,IB0800A,42000.00,EconomyClass,Aterrizado
843,Grant,Farías,FR5678G,33000.00,EconomyClass,En Horario
967,Esme,Farías,BR3456J,37000.00,EconomyClass,Demorado
19,Park,Espinoza,MM0987B,30000.00,FirstClass,En Horario
143,Jenna,Espinoza,IB0800A,25000.00,EconomyClass,Aterrizado
267,Abbie,Espinoza,TU6789B,25000.00,ExecutiveClass,Aterrizado
391,Sherwin,Espinoza,MM0987B,50000.00,ExecutiveClass,En Horario
515,Torrey,Espinoza,GU2345F,42000.00,EconomyClass,En Vuelo
639,Marylee,Espinoza,HY4567D,50000.00,EconomyClass,Demorado
763,Davidson,Espinoza,FR5678G,37000.00,FirstClass,En Horario
887,Guillermo,Espinoza,FR5678G,42000.00,EconomyClass,En Horario
71,Shaughn,Escobar,IB0800A,15000.00,FirstClass,Aterrizado
195,Roderigo,Escobar,BA2491A,20000.00,ExecutiveClass,Aterrizado
319,Fan,Escobar,BA2491A,18000.00,EconomyClass,Aterrizado
443,Davon,Escobar,GU2345F,20000.00,ExecutiveClass,En Vuelo
567,Dur,Escobar,GU2345F,25000.00,EconomyClass,En Vuelo
691,Krishna,Escobar,HY4567D,50000.00,EconomyClass,Demorado
815,Lefty,Escobar,FR5678G,50000.00,EconomyClass,En Horario
939,Verina,Escobar,IB0800A,37000.00,EconomyClass,Aterrizado
4,Kimbell,Díaz,BA2491A,50000.00,FirstClass,Aterrizado
113,Johnathon,Díaz,IB0800A,15000.00,ExecutiveClass,Aterrizado
128,Zacharie,Díaz,BA2491A,30000.00,ExecutiveClass,Aterrizado
237,Cathleen,Díaz,TU6789B,10000.00,FirstClass,Aterrizado
252,Karlotte,Díaz,BA2491A,20000.00,EconomyClass,Aterrizado
361,Sinclair,Díaz,TU6789B,50000.00,EconomyClass,Aterrizado
376,Vikky,Díaz,BA2491A,15000.00,EconomyClass,Aterrizado
485,Melisse,Díaz,GU2345F,10000.00,EconomyClass,En Vuelo
500,Warren,Díaz,GU2345F,25000.00,EconomyClass,En Vuelo
609,Bernita,Díaz,HY4567D,15000.00,ExecutiveClass,Demorado
624,Giraud,Díaz,HY4567D,15000.00,ExecutiveClass,Demorado
733,Evvy,Díaz,IB0800A,42000.00,EconomyClass,Aterrizado
748,Mitchael,Díaz,FR5678G,33000.00,FirstClass,En Horario
857,Devlen,Díaz,FR5678G,37000.00,EconomyClass,En Horario
872,Madonna,Díaz,FR5678G,10000.00,EconomyClass,En Horario
981,Genevieve,Díaz,BA2491A,20000.00,EconomyClass,Aterrizado
91,Sully,Donoso,MM0987B,15000.00,ExecutiveClass,En Horario
215,Nita,Donoso,TU6789B,12000.00,FirstClass,Aterrizado
339,Nona,Donoso,TU6789B,30000.00,EconomyClass,Aterrizado
463,Shea,Donoso,GU2345F,12000.00,ExecutiveClass,En Vuelo
587,Hayes,Donoso,HY4567D,10000.00,FirstClass,Demorado
711,Cinda,Donoso,HY4567D,42000.00,EconomyClass,Demorado
835,Adelle,Donoso,FR5678G,10000.00,EconomyClass,En Horario
959,Shaughn,Donoso,BR3456J,15000.00,EconomyClass,Demorado
122,Linda,Domínguez,IB0800A,30000.00,ExecutiveClass,Aterrizado
246,Adam,Domínguez,TU6789B,20000.00,ExecutiveClass,Aterrizado
370,Ingrim,Domínguez,TU6789B,30000.00,EconomyClass,Aterrizado
494,Mirilla,Domínguez,GU2345F,30000.00,EconomyClass,En Vuelo
618,Orson,Domínguez,HY4567D,25000.00,ExecutiveClass,Demorado
742,Silvano,Domínguez,FR5678G,12000.00,FirstClass,En Horario
866,Rubi,Domínguez,FR5678G,18000.00,EconomyClass,En Horario
990,Chiarra,Domínguez,MM0987B,18000.00,EconomyClass,En Horario
51,Marion,Cárdenas,IB0800A,50000.00,FirstClass,Aterrizado
175,Lorant,Cárdenas,MM0987B,50000.00,ExecutiveClass,En Horario
299,Jody,Cárdenas,TU6789B,33000.00,EconomyClass,Aterrizado
423,Keelby,Cárdenas,GU2345F,15000.00,FirstClass,En Vuelo
547,Marj,Cárdenas,GU2345F,18000.00,EconomyClass,En Vuelo
671,Jacqueline,Cárdenas,HY4567D,50000.00,EconomyClass,Demorado
795,Lorianna,Cárdenas,FR5678G,15000.00,ExecutiveClass,En Horario
919,Calypso,Cárdenas,BR3456J,12000.00,ExecutiveClass,Demorado
68,Cristobal,Cáceres,IB0800A,15000.00,FirstClass,Aterrizado
192,Farand,Cáceres,MM0987B,42000.00,ExecutiveClass,En Horario
316,Angelika,Cáceres,BA2491A,50000.00,EconomyClass,Aterrizado
440,Garold,Cáceres,GU2345F,20000.00,FirstClass,En Vuelo
564,Briney,Cáceres,GU2345F,12000.00,EconomyClass,En Vuelo
688,Xenos,Cáceres,HY4567D,37000.00,EconomyClass,Demorado
812,Maxy,Cáceres,FR5678G,15000.00,EconomyClass,En Horario
936,Carolina,Cáceres,IB0800A,33000.00,EconomyClass,Aterrizado
34,Redd,Cortés,BA2491A,42000.00,FirstClass,Aterrizado
158,Clarie,Cortés,IB0800A,42000.00,EconomyClass,Aterrizado
282,Edie,Cortés,TU6789B,25000.00,ExecutiveClass,Aterrizado
406,Fredric,Cortés,TU6789B,50000.00,EconomyClass,Aterrizado
530,Mort,Cortés,GU2345F,42000.00,EconomyClass,En Vuelo
654,Damara,Cortés,HY4567D,12000.00,EconomyClass,Demorado
778,Ingmar,Cortés,FR5678G,18000.00,ExecutiveClass,En Horario
902,Coral,Cortés,BR3456J,18000.00,FirstClass,Demorado
7,Kimberlee,Contreras,BA2491A,33000.00,FirstClass,Aterrizado
131,Tom,Contreras,BA2491A,33000.00,ExecutiveClass,Aterrizado
255,Yuri,Contreras,BA2491A,25000.00,EconomyClass,Aterrizado
379,Crawford,Contreras,BA2491A,12000.00,EconomyClass,Aterrizado
503,Patton,Contreras,GU2345F,15000.00,EconomyClass,En Vuelo
627,Nicola,Contreras,HY4567D,12000.00,ExecutiveClass,Demorado
751,Jude,Contreras,FR5678G,12000.00,FirstClass,En Horario
875,Saw,Contreras,FR5678G,15000.00,EconomyClass,En Horario
25,Braden,Castro,MM0987B,25000.00,FirstClass,En Horario
149,Lena,Castro,IB0800A,25000.00,EconomyClass,Aterrizado
273,Bond,Castro,TU6789B,10000.00,ExecutiveClass,Aterrizado
397,Charil,Castro,MM0987B,33000.00,ExecutiveClass,En Horario
521,Sheridan,Castro,GU2345F,50000.00,EconomyClass,En Vuelo
645,Sarajane,Castro,HY4567D,10000.00,EconomyClass,Demorado
769,Egan,Castro,FR5678G,10000.00,ExecutiveClass,En Horario
893,Annamarie,Castro,FR5678G,20000.00,EconomyClass,En Horario
21,Bobbye,Castillo,BA2491A,15000.00,FirstClass,Aterrizado
145,Dianna,Castillo,IB0800A,20000.00,EconomyClass,Aterrizado
269,Shirl,Castillo,TU6789B,20000.00,ExecutiveClass,Aterrizado
393,Barret,Castillo,MM0987B,10000.00,ExecutiveClass,En Horario
517,Danya,Castillo,GU2345F,25000.00,EconomyClass,En Vuelo
641,Maia,Castillo,HY4567D,10000.00,EconomyClass,Demorado
765,Jenny,Castillo,FR5678G,33000.00,ExecutiveClass,En Horario
889,Flo,Castillo,FR5678G,42000.00,EconomyClass,En Horario
87,Joelle,Carvajal,MM0987B,37000.00,FirstClass,En Horario
211,Marcile,Carvajal,TU6789B,30000.00,FirstClass,Aterrizado
335,Rand,Carvajal,TU6789B,20000.00,EconomyClass,Aterrizado
459,Karen,Carvajal,GU2345F,20000.00,ExecutiveClass,En Vuelo
583,Annabell,Carvajal,HY4567D,15000.00,FirstClass,Demorado
707,Petronille,Carvajal,HY4567D,42000.00,EconomyClass,Demorado
831,Christina,Carvajal,FR5678G,37000.00,EconomyClass,En Horario
955,Delila,Carvajal,MM0987B,20000.00,EconomyClass,En Horario
32,Katey,Carrasco,MM0987B,42000.00,FirstClass,En Horario
156,Tanny,Carrasco,IB0800A,42000.00,EconomyClass,Aterrizado
280,Koenraad,Carrasco,TU6789B,20000.00,ExecutiveClass,Aterrizado
404,Willa,Carrasco,TU6789B,30000.00,EconomyClass,Aterrizado
528,Helen-elizabeth,Carrasco,GU2345F,20000.00,EconomyClass,En Vuelo
652,Cesaro,Carrasco,HY4567D,30000.00,EconomyClass,Demorado
776,Letta,Carrasco,FR5678G,10000.00,ExecutiveClass,En Horario
900,Riccardo,Carrasco,BR3456J,42000.00,FirstClass,Demorado
48,Noella,Campos,IB0800A,15000.00,FirstClass,Aterrizado
172,Addy,Campos,IB0800A,33000.00,EconomyClass,Aterrizado
296,Leigh,Campos,TU6789B,37000.00,ExecutiveClass,Aterrizado
420,Lothaire,Campos,TU6789B,12000.00,EconomyClass,Aterrizado
544,Prisca,Campos,GU2345F,18000.00,EconomyClass,En Vuelo
668,Katina,Campos,HY4567D,20000.00,EconomyClass,Demorado
792,Jermayne,Campos,FR5678G,33000.00,ExecutiveClass,En Horario
916,Saunder,Campos,MM0987B,37000.00,EconomyClass,En Horario
81,Kylila,Bustos,IB0800A,12000.00,ExecutiveClass,Aterrizado
205,Mallorie,Bustos,TU6789B,30000.00,FirstClass,Aterrizado
329,Urbano,Bustos,TU6789B,50000.00,EconomyClass,Aterrizado
453,Portie,Bustos,GU2345F,15000.00,ExecutiveClass,En Vuelo
577,Adrianne,Bustos,HY4567D,10000.00,FirstClass,Demorado
701,Tedra,Bustos,HY4567D,33000.00,EconomyClass,Demorado
825,Andrei,Bustos,FR5678G,10000.00,EconomyClass,En Horario
949,Clerissa,Bustos,BR3456J,15000.00,EconomyClass,Demorado
93,Nicky,Bustamante,MM0987B,42000.00,ExecutiveClass,En Horario
217,Dwight,Bustamante,TU6789B,42000.00,FirstClass,Aterrizado
341,Rafaello,Bustamante,TU6789B,37000.00,EconomyClass,Aterrizado
465,Carley,Bustamante,GU2345F,12000.00,ExecutiveClass,En Vuelo
589,Hesther,Bustamante,HY4567D,33000.00,FirstClass,Demorado
713,Roslyn,Bustamante,HY4567D,25000.00,EconomyClass,Demorado
837,Corrina,Bustamante,FR5678G,50000.00,EconomyClass,En Horario
961,Ginnie,Bustamante,BR3456J,15000.00,EconomyClass,Demorado
44,Margarete,Bravo,BA2491A,50000.00,ExecutiveClass,Aterrizado
168,Lodovico,Bravo,IB0800A,18000.00,EconomyClass,Aterrizado
292,Christiano,Bravo,BA2491A,50000.00,EconomyClass,Aterrizado
416,Dennie,Bravo,TU6789B,42000.00,EconomyClass,Aterrizado
540,Saunders,Bravo,BA2491A,25000.00,EconomyClass,Aterrizado
664,Natassia,Bravo,HY4567D,42000.00,EconomyClass,Demorado
788,Adelaida,Bravo,FR5678G,37000.00,ExecutiveClass,En Horario
912,Oren,Bravo,MM0987B,20000.00,EconomyClass,En Horario
17,Ernesta,Araya,BA2491A,37000.00,FirstClass,Aterrizado
141,Coreen,Araya,IB0800A,18000.00,EconomyClass,Aterrizado
265,Blair,Araya,TU6789B,50000.00,ExecutiveClass,Aterrizado
389,Anna-maria,Araya,TU6789B,42000.00,EconomyClass,Aterrizado
513,Lorna,Araya,MM0987B,42000.00,EconomyClass,En Horario
637,Rosalia,Araya,HY4567D,18000.00,EconomyClass,Demorado
761,Galvan,Araya,FR5678G,33000.00,FirstClass,En Horario
885,Jan,Araya,FR5678G,18000.00,EconomyClass,En Horario
65,Star,Aravena,MM0987B,33000.00,FirstClass,En Horario
189,Maible,Aravena,MM0987B,18000.00,ExecutiveClass,En Horario
313,Franchot,Aravena,TU6789B,12000.00,EconomyClass,Aterrizado
437,Any,Aravena,GU2345F,18000.00,FirstClass,En Vuelo
561,Sasha,Aravena,GU2345F,15000.00,EconomyClass,En Vuelo
685,Yul,Aravena,HY4567D,30000.00,EconomyClass,Demorado
809,Obadias,Aravena,FR5678G,10000.00,EconomyClass,En Horario
933,Gui,Aravena,IB0800A,20000.00,EconomyClass,Aterrizado
90,Margaretha,Alvarado,MM0987B,10000.00,ExecutiveClass,En Horario
214,Nicolina,Alvarado,TU6789B,30000.00,FirstClass,Aterrizado
338,Filbert,Alvarado,TU6789B,20000.00,EconomyClass,Aterrizado
462,Marsiella,Alvarado,GU2345F,20000.00,ExecutiveClass,En Vuelo
586,Umeko,Alvarado,HY4567D,30000.00,FirstClass,Demorado
710,Nikolaus,Alvarado,HY4567D,30000.00,EconomyClass,Demorado
834,Chad,Alvarado,FR5678G,15000.00,EconomyClass,En Horario
958,Trista,Alvarado,BR3456J,50000.00,EconomyClass,Demorado
118,Stu,Alonso,MM0987B,12000.00,ExecutiveClass,En Horario
242,Broddie,Alonso,TU6789B,42000.00,ExecutiveClass,Aterrizado
366,Klarrisa,Alonso,TU6789B,18000.00,EconomyClass,Aterrizado
490,Tamarah,Alonso,GU2345F,50000.00,EconomyClass,En Vuelo
614,Fredia,Alonso,HY4567D,20000.00,ExecutiveClass,Demorado
738,Silvie,Alonso,FR5678G,12000.00,FirstClass,En Horario
862,Holden,Alonso,FR5678G,50000.00,EconomyClass,En Horario
986,Ferd,Alonso,BA2491A,25000.00,EconomyClass,Aterrizado
997,De witt,Alonso,MM0987B,12000.00,EconomyClass,En Horario
53,Hyacinthie,Alarcón,MM0987B,15000.00,FirstClass,En Horario
177,Robbi,Alarcón,MM0987B,10000.00,ExecutiveClass,En Horario
301,Cos,Alarcón,TU6789B,30000.00,EconomyClass,Aterrizado
425,Jordan,Alarcón,GU2345F,33000.00,FirstClass,En Vuelo
549,Josiah,Alarcón,GU2345F,12000.00,EconomyClass,En Vuelo
673,Lambert,Alarcón,HY4567D,42000.00,EconomyClass,Demorado
797,Diahann,Alarcón,FR5678G,33000.00,ExecutiveClass,En Horario
921,Odie,Alarcón,BR3456J,20000.00,ExecutiveClass,Demorado
62,Marysa,Aguilera,MM0987B,20000.00,FirstClass,En Horario
186,Ian,Aguilera,MM0987B,42000.00,ExecutiveClass,En Horario
310,Brnaba,Aguilera,TU6789B,37000.00,EconomyClass,Aterrizado
434,Brietta,Aguilera,GU2345F,42000.00,FirstClass,En Vuelo
558,Caren,Aguilera,GU2345F,15000.00,EconomyClass,En Vuelo
682,Tally,Aguilera,HY4567D,42000.00,EconomyClass,Demorado
806,Almira,Aguilera,FR5678G,42000.00,EconomyClass,En Horario
930,Emory,Aguilera,BR3456J,37000.00,EconomyClass,Demorado
